year	hhid	region	zones	woreda	ea	total_valuefert	total_qty_w	real_tpricefert_cens_mrk	formal_credit	informal_credit	ext_acess	ag_rainy_13	filter	num_mem	weight	hh_headage	femhead	attend_sch	mrk_dist_w	worker	safety_net	soil_qty_rev2	hh_s6bq04	hh_s6aq02	asset	hhasset_value	hhasset_value_w	real_hhvalue	land_holding	median_mrk	median_price	median_age	median_soil	ag_rainy_15	ag_rainy_18	mrk_dist	s5bq02	s5bq09	ag_rainy_21	s7q02	s7q04
2013	030303088802404037	3	3	3	30303089328128	929	31.30999946594238	674.70001	0	0	1	1	Matched (3)	4	5900.2236328125	46	0	0	5	2	0	2	2783	68	Matched (3)	2851	2851	2851	.40297002	8	15	46	2								
2013	030303088802404054	3	3	3	30303089328128	0	0	14.5	1	0	0	1	Matched (3)	7	5900.2236328125	70	0	0	5	2	0	3	1455	41	Matched (3)	1496	1496	1496	.79953003	8	15	46	2								
2013	030303088802404069	3	3	3	30303089328128	1391	95	15.263158	0	0	0	1	Matched (3)	6	5900.2236328125	46	0	1	5	3	0	3	2150	98	Matched (3)	2248	2248	2248	1.933125	8	15	46	2								
2013	030303088802404085	3	3	3	30303089328128	0	0	14.5	0	0	0	1	Matched (3)	5	5900.2236328125	46	0	1	5	2	0	2	2000	10	Matched (3)	2010	2010	2010	.40325999	8	15	46	2								
2013	030303088802404105	3	3	3	30303089328128	1090	79	14.5	0	0	0	1	Matched (3)	7	5900.2236328125	52	0	0	5	5	0	2	1732	35	Matched (3)	1767	1767	1767	1.353815	8	15	46	2								
2013	030303088802404121	3	3	3	30303089328128	390	28	14.5	0	0	1	1	Matched (3)	7	5900.2236328125	48	0	0	5	4	0	2	4107	90	Matched (3)	4197	4197	4197	1.1102	8	15	46	2								
2013	030303088802404138	3	3	3	30303089328128	442	31	14.5	0	0	1	1	Matched (3)	4	5900.2236328125	49	0	0	5	3	0	2	5624	96	Matched (3)	5720	5720	5720	.62348503	8	15	46	2								
2013	030303088802404153	3	3	3	30303089328128	0	0	14.5	0	0	0	1	Matched (3)	3	5900.2236328125	46	0	0	5	2	0	2	2290	38	Matched (3)	2328	2328	2328	.14193	8	15	46	2								
2013	030303088802404171	3	3	3	30303089328128	0	0	14.5	0	0	0	1	Matched (3)	6	1127.43115234375	46	1	0	5	2	0	2	1190	12	Matched (3)	1202	1202	1202	.065228	8	15	46	2								
2013	030304088800906012	3	3	4	30304089669632	346	26	14.5	1	0	0	1	Matched (3)	8	3929.908447265625	51	1	0	5	6	0	1	6368	266	Matched (3)	6634	6634	6634	3.6451738	8	15	46	2								
2013	030304088800906051	3	3	4	30304089669632	0	0	14.5	0	0	0	1	Matched (3)	6	3929.908447265625	71	0	0	5	3	1	1	1345	102	Matched (3)	1447	1447	1447	1.1459087	8	15	46	2								
2013	030304088800906077	3	3	4	30304089669632	0	0	14.5	0	0	0	1	Matched (3)	8	3929.908447265625	46	0	0	5	4	1	2	5206	173	Matched (3)	5379	5379	5379	.46084499	8	15	46	2								
2013	030304088800906098	3	3	4	30304089669632	0	0	14.5	0	1	0	1	Matched (3)	5	3929.908447265625	46	0	0	5	2	1	1	1562	113	Matched (3)	1675	1675	1675	.190915	8	15	46	2								
2013	030304088800906110	3	3	4	30304089669632	0	0	14.5	0	0	0	1	Matched (3)	3	3929.908447265625	63	1	0	5	2	1	3	2860	19	Matched (3)	2879	2879	2879	2.7263501	8	15	46	2								
2013	030304088800906122	3	3	4	30304089669632	0	0	14.5	0	0	0	1	Matched (3)	8	3929.908447265625	47	0	0	5	3	0	2	4963	52	Matched (3)	5015	5015	5015	4.0003347	8	15	46	2								
2013	030304088800906134	3	3	4	30304089669632	0	0	14.5	0	1	0	1	Matched (3)	5	3929.908447265625	46	0	0	5	3	1	2	3439	51	Matched (3)	3490	3490	3490	1.644454	8	15	46	2								
2013	030304088800906149	3	3	4	30304089669632	0	0	14.5	0	0	0	1	Matched (3)	8	3929.908447265625	66	0	0	5	5	1	2	6077	86	Matched (3)	6163	6163	6163	4.1631823	8	15	46	2								
2013	030304088800906161	3	3	4	30304089669632	136	8	17	0	0	1	1	Matched (3)	7	3929.908447265625	49	0	1	5	4	1	2	2335	68	Matched (3)	2403	2403	2403	.92737001	8	15	46	2								
2013	030304088800906174	3	3	4	30304089669632	0	0	14.5	0	0	0	1	Matched (3)	2	3929.908447265625	67	1	0	5	0	1	2	1201	12	Matched (3)	1213	1213	1213	.236165	8	15	46	2								
2013	030305088801101002	3	3	5	30305087913984	1093	77	14.5	0	0	0	1	Matched (3)	6	4293.68603515625	46	0	0	15	2	0	2	1338	10	Matched (3)	1348	1348	1348	1.513635	8	15	46	2								
2013	030305088801101023	3	3	5	30305087913984	1220	85	14.5	0	0	0	1	Matched (3)	6	4293.68603515625	72	0	0	15	3	1	2	2690	40	Matched (3)	2730	2730	2730	2.4740801	8	15	46	2								
2013	030305088801101044	3	3	5	30305087913984	691	49	14.5	0	0	0	1	Matched (3)	5	4293.68603515625	64	0	0	15	2	1	2	1075	4	Matched (3)	1079	1079	1079	2.0933781	8	15	46	2								
2013	030305088801101051	3	3	5	30305087913984	1620	110	14.727273	0	0	0	1	Matched (3)	7	4293.68603515625	46	0	0	15	3	0	2	1496	41	Matched (3)	1537	1537	1537	1.5734249	8	15	46	2								
2013	030305088801101065	3	3	5	30305087913984	2098	149	14.5	0	0	1	1	Matched (3)	7	4293.68603515625	46	0	1	15	2	0	1	4104	29	Matched (3)	4133	4133	4133	1.9724525	8	15	46	2								
2013	030305088801101072	3	3	5	30305087913984	0	0	14.5	0	1	0	1	Matched (3)	4	4293.68603515625	46	0	0	15	2	1	1	715	7	Matched (3)	722	722	722	.54377002	8	15	46	2								
2013	030305088801101087	3	3	5	30305087913984	399	26	16	1	0	1	1	Matched (3)	7	4293.68603515625	49	0	0	15	2	0	2	2686	6	Matched (3)	2692	2692	2692	.530056	8	15	46	2								
2013	030305088801101108	3	3	5	30305087913984	190	32	14.5	0	1	0	1	Matched (3)	5	4293.68603515625	46	0	0	15	3	1	2	714	10	Matched (3)	724	724	724	1.0276575	8	15	46	2								
2013	030305088801101130	3	3	5	30305087913984	0	0	14.5	0	1	0	1	Matched (3)	4	4293.68603515625	46	1	0	15	1	1	2	544	11	Matched (3)	555	555	555	.33377999	8	15	46	2								
2013	030305088801101193	3	3	5	30305087913984	1448	101	14.5	0	0	0	1	Matched (3)	6	4293.68603515625	46	1	0	15	2	0	2	4695	505	Matched (3)	5200	5200	5200	1.6179326	8	15	46	2								
2013	030307088801002003	3	3	7	30307088596992	465	34	14.5	0	0	1	1	Matched (3)	3	4829.38720703125	62	1	0	5	3	1	2	3614	177	Matched (3)	3791	3791	3791	.31600001	8	15	46	2								
2013	030307088801002022	3	3	7	30307088596992	82	6	14.5	1	0	1	1	Matched (3)	5	4829.38720703125	46	0	0	5	3	1	2	3072	135	Matched (3)	3207	3207	3207	.065228	8	15	46	2								
2013	030307088801002043	3	3	7	30307088596992	1647	150	14.5	0	0	1	1	Matched (3)	8	4829.38720703125	57	0	0	5	7	1	2	11090	54	Matched (3)	11144	11144	11144	.56113374	8	15	46	2								
2013	030307088801002062	3	3	7	30307088596992	668	50	14.5	0	1	1	1	Matched (3)	5	4829.38720703125	46	0	0	5	3	0	2	2188	100	Matched (3)	2288	2288	2288	.27934	8	15	46	2								
2013	030307088801002081	3	3	7	30307088596992	496	38	14.5	1	0	1	1	Matched (3)	3	4829.38720703125	55	0	0	5	2	1	2	2602	20	Matched (3)	2622	2622	2622	.29342499	8	15	46	2								
2013	030307088801002100	3	3	7	30307088596992	1452	110	14.5	0	0	1	1	Matched (3)	4	4829.38720703125	60	0	1	5	3	1	2	5410	112	Matched (3)	5522	5522	5522	.81537002	8	15	46	2								
2013	030307088801002101	3	3	7	30307088596992	64	5	14.5	0	0	0	1	Matched (3)	2	2518.392333984375	93	0	0	5	0	1	2	2157	15	Matched (3)	2172	2172	2172	.107445	8	15	46	2								
2013	030307088801002120	3	3	7	30307088596992	662	50	14.5	0	0	1	1	Matched (3)	6	4829.38720703125	68	0	0	5	4	1	2	4078	90	Matched (3)	4168	4168	4168	.69923997	8	15	46	2								
2013	030307088801002138	3	3	7	30307088596992	699	52	14.5	0	1	1	1	Matched (3)	5	4829.38720703125	46	0	0	5	2	1	2	5274	178	Matched (3)	5452	5452	5452	.48001501	8	15	46	2								
2013	030307088801002156	3	3	7	30307088596992	429	32	14.5	1	1	1	1	Matched (3)	7	4829.38720703125	52	0	0	5	4	1	2	4678	345	Matched (3)	5023	5023	5023	1.103249	8	15	46	2								
2013	030307088801002174	3	3	7	30307088596992	378	28	14.5	0	0	1	1	Matched (3)	7	4829.38720703125	60	0	0	5	4	0	2	3914	185	Matched (3)	4099	4099	4099	.54881501	8	15	46	2								
2013	030308088801617003	3	3	8	30308088938496	317	28	14.5	0	0	0	1	Matched (3)	6	3764.322265625	64	0	0	5	2	1	2	2769	99	Matched (3)	2868	2868	2868	1.1143399	8	15	46	2								
2013	030308088801617018	3	3	8	30308088938496	354	31	14.5	1	0	0	1	Matched (3)	8	3764.322265625	62	0	0	5	5	0	2	3418	118	Matched (3)	3536	3536	3536	2.177825	8	15	46	2								
2013	030308088801617033	3	3	8	30308088938496	330	29	14.5	0	1	0	1	Matched (3)	7	3764.322265625	63	0	0	5	3	1	2	1494	142	Matched (3)	1636	1636	1636	.99256998	8	15	46	2								
2013	030308088801617056	3	3	8	30308088938496	21	2	14.5	1	0	0	1	Matched (3)	4	1169.044189453125	80	0	0	5	3	1	1	312	114	Matched (3)	426	426	426	1.8502988	8	15	46	2								
2013	030308088801617061	3	3	8	30308088938496	357	31	14.5	1	0	0	1	Matched (3)	6	3764.322265625	46	1	0	5	2	1	2	476	64	Matched (3)	540	540	540	.83099997	8	15	46	2								
2013	030308088801617076	3	3	8	30308088938496	126	12	14.5	1	0	1	1	Matched (3)	6	3764.322265625	46	0	0	5	3	1	3	137	64	Matched (3)	201	201	201	.84360248	8	15	46	2								
2013	030308088801617088	3	3	8	30308088938496	0	0	14.5	0	0	0	1	Matched (3)	8	3764.322265625	46	0	0	5	2	1	2	1537	65	Matched (3)	1602	1602	1602	.26699001	8	15	46	2								
2013	030308088801617115	3	3	8	30308088938496	357	31	14.5	1	0	0	1	Matched (3)	7	3764.322265625	46	0	0	5	4	0	3	2362	80	Matched (3)	2442	2442	2442	1.3686	8	15	46	2								
2013	030308088801617127	3	3	8	30308088938496	0	0	14.5	0	1	0	1	Matched (3)	4	3764.322265625	59	1	0	5	3	0	3	1792	87	Matched (3)	1879	1879	1879	.39953476	8	15	46	2								
2013	030308088801617151	3	3	8	30308088938496	0	0	14.5	0	1	0	1	Matched (3)	4	1169.044189453125	46	0	0	5	2	0	2	1092	30	Matched (3)	1122	1122	1122	.077759996	8	15	46	2								
2013	030310088801701004	3	3	10	30310089621504	96	9	14.5	0	0	0	1	Matched (3)	6	5359.521484375	46	0	1	5	2	0	2	3455	17	Matched (3)	3472	3472	3472	2.304075	8	15	46	2								
2013	030310088801701022	3	3	10	30310089621504	0	0	14.5	0	0	0	1	Matched (3)	3	5359.521484375	87	0	0	5	1	1	2	3172	27	Matched (3)	3199	3199	3199	1.4061249	8	15	46	2								
2013	030310088801701040	3	3	10	30310089621504	0	0	14.5	0	0	0	1	Matched (3)	6	5359.521484375	61	0	0	5	5	0	2	3784	19	Matched (3)	3803	3803	3803	3.0492201	8	15	46	2								
2013	030310088801701062	3	3	10	30310089621504	0	0	14.5	0	0	0	1	Matched (3)	3	5359.521484375	47	1	1	5	2	1	1	866	48	Matched (3)	914	914	914	.40499002	8	15	46	2								
2013	030310088801701081	3	3	10	30310089621504	0	0	14.5	0	0	0	1	Matched (3)	7	5359.521484375	46	0	0	5	2	1	2	2344	34	Matched (3)	2378	2378	2378	1.94725	8	15	46	2								
2013	030310088801701100	3	3	10	30310089621504	0	0	14.5	0	1	0	1	Matched (3)	4	5359.521484375	46	0	0	5	2	0	1	3379	12	Matched (3)	3391	3391	3391	1.579975	8	15	46	2								
2013	030310088801701118	3	3	10	30310089621504	344	24	14.5	0	0	0	1	Matched (3)	4	5359.521484375	46	0	0	5	2	0	1	4176	92	Matched (3)	4268	4268	4268	1.8184149	8	15	46	2								
2013	030310088801701139	3	3	10	30310089621504	0	0	14.5	0	0	0	1	Matched (3)	3	5359.521484375	46	0	0	5	2	0	2	3039	38	Matched (3)	3077	3077	3077	.101263	8	15	46	2								
2013	030310088801701157	3	3	10	30310089621504	0	0	14.5	0	0	0	1	Matched (3)	3	5359.521484375	79	1	0	5	1	1	2	690	0	Matched (3)	690	690	690	.49384999	8	15	46	2								
2013	030310088801701176	3	3	10	30310089621504	0	0	14.5	0	0	0	1	Matched (3)	7	5359.521484375	49	0	1	5	3	1	2	6078	44	Matched (3)	6122	6122	6122	1.49551	8	15	46	2								
2013	030403088801401004	3	4	3	30403087826944	510	38	13.5	0	1	1	1	Matched (3)	3	9446.564453125	46	0	1	3	2	1	2	954	13	Matched (3)	967	967	967	1.0898319	8	15	46	2								
2013	030403088801401014	3	4	3	30403087826944	1017	94	13.444445	0	1	1	1	Matched (3)	7	9446.564453125	46	0	0	3	4	1	2	4909	68	Matched (3)	4977	4977	4977	3.5611076	8	15	46	2								
2013	030403088801401019	3	4	3	30403087826944	255	19	13.444445	0	0	0	1	Matched (3)	1	9446.564453125	58	1	0	3	1	1	2	401	15	Matched (3)	416	416	416	.53138483	8	15	46	2								
2013	030403088801401035	3	4	3	30403087826944	273	19	14.368421	0	1	1	1	Matched (3)	6	9446.564453125	54	0	0	3	3	1	1	1644	53	Matched (3)	1697	1697	1697	1.7498568	8	15	46	2								
2013	030403088801401065	3	4	3	30403087826944	510	38	13.473684	0	0	1	1	Matched (3)	4	9446.564453125	49	0	0	3	2	1	2	1550	26	Matched (3)	1576	1576	1576	1.411998	8	15	46	2								
2013	030403088801401080	3	4	3	30403087826944	281	21	13.5	0	0	1	1	Matched (3)	4	9446.564453125	80	0	0	3	1	1	2	996	19	Matched (3)	1015	1015	1015	1.843955	8	15	46	2								
2013	030403088801401095	3	4	3	30403087826944	497	37	13.5	0	0	0	1	Matched (3)	3	9446.564453125	65	1	0	3	3	1	2	866	33	Matched (3)	899	899	899	.75656742	8	15	46	2								
2013	030403088801401110	3	4	3	30403087826944	0	0	13.444445	0	1	0	1	Matched (3)	5	9446.564453125	52	1	0	3	4	1	2	1909	26	Matched (3)	1935	1935	1935	1.9336165	8	15	46	2								
2013	030403088801401125	3	4	3	30403087826944	0	0	13.444445	0	1	0	1	Matched (3)	4	9446.564453125	59	0	0	3	3	1	3	711	31	Matched (3)	742	742	742	1.4393213	8	15	46	2								
2013	030403088801401140	3	4	3	30403087826944	0	0	13.444445	0	0	1	1	Matched (3)	5	9446.564453125	46	0	0	3	2	1	2	1091	109	Matched (3)	1200	1200	1200	1.233102	8	15	46	2								
2013	030406088800801004	3	4	6	30406088851456	0	0	13.444445	0	0	0	1	Matched (3)	4	7924.36279296875	71	1	0	3	3	0	2	4951	98	Matched (3)	5049	5049	5049	.29683501	8	15	46	2								
2013	030406088800801016	3	4	6	30406088851456	0	0	13.444445	1	0	0	1	Matched (3)	4	7924.36279296875	46	1	0	3	3	1	2	606	71	Matched (3)	677	677	677	.433846	8	15	46	2								
2013	030406088800801028	3	4	6	30406088851456	0	0	13.444445	1	0	0	1	Matched (3)	6	7924.36279296875	46	0	0	3	3	1	2	2325	67	Matched (3)	2392	2392	2392	.43045199	8	15	46	2								
2013	030406088800801041	3	4	6	30406088851456	0	0	13.444445	1	0	0	1	Matched (3)	8	7924.36279296875	63	0	0	3	3	1	2	2400	145	Matched (3)	2545	2545	2545	.56462002	8	15	46	2								
2013	030406088800801053	3	4	6	30406088851456	275	7	50	0	0	0	1	Matched (3)	5	7924.36279296875	49	0	0	3	4	0	2	2125	76	Matched (3)	2201	2201	2201	.78780198	8	15	46	2								
2013	030406088800801065	3	4	6	30406088851456	0	0	13.444445	0	0	0	1	Matched (3)	5	7924.36279296875	71	0	0	3	3	0	2	340	36	Matched (3)	376	376	376	.77178502	8	15	46	2								
2013	030406088800801079	3	4	6	30406088851456	0	0	13.444445	0	0	1	1	Matched (3)	3	7924.36279296875	88	0	0	3	2	1	3	50	72	Matched (3)	122	122	122	.114038	8	15	46	2								
2013	030406088800801090	3	4	6	30406088851456	250	10	25	0	0	1	1	Matched (3)	5	12296.42578125	46	0	1	3	4	1	2	1290	100	Matched (3)	1390	1390	1390	.55165398	8	15	46	2								
2013	030406088800801092	3	4	6	30406088851456	100	2	50	0	0	1	1	Matched (3)	4	7924.36279296875	46	0	1	3	2	1	2	1770	199	Matched (3)	1969	1969	1969	.076425001	8	15	46	2								
2013	030406088800801104	3	4	6	30406088851456	320	32	13.444445	0	0	1	1	Matched (3)	7	7924.36279296875	50	0	1	3	4	0	2	2105	115	Matched (3)	2220	2220	2220	.94806099	8	15	46	2								
2013	030406088800801118	3	4	6	30406088851456	590	11	68.333336	0	0	1	1	Matched (3)	4	7924.36279296875	46	0	0	3	2	1	3	4693	259	Matched (3)	4952	4952	4952	.50307202	8	15	46	2								
2013	030409088801203004	3	4	9	30409087778816	341	26	13.444445	0	0	0	1	Matched (3)	8	8531.2314453125	54	0	0	5	4	0	2	3621	92	Matched (3)	3713	3713	3713	1.85752	8	15	46	2								
2013	030409088801203016	3	4	9	30409087778816	0	0	13.444445	0	0	0	1	Matched (3)	3	8531.2314453125	46	0	0	5	1	0	2	1387	75	Matched (3)	1462	1462	1462	.54910982	8	15	46	2								
2013	030409088801203028	3	4	9	30409087778816	0	0	13.444445	0	1	0	1	Matched (3)	5	8531.2314453125	58	0	0	5	3	1	2	2072	71	Matched (3)	2143	2143	2143	1.4167624	8	15	46	2								
2013	030409088801203040	3	4	9	30409087778816	0	0	13.444445	0	1	1	1	Matched (3)	6	8531.2314453125	49	0	0	5	4	0	2	1871	44	Matched (3)	1915	1915	1915	2.0122349	8	15	46	2								
2013	030409088801203052	3	4	9	30409087778816	0	0	13.444445	0	0	1	1	Matched (3)	6	8531.2314453125	47	0	1	5	5	0	2	2310	138	Matched (3)	2448	2448	2448	.64168501	8	15	46	2								
2013	030409088801203065	3	4	9	30409087778816	0	0	13.444445	0	0	0	1	Matched (3)	3	8531.2314453125	46	0	1	5	2	0	2	4416	70	Matched (3)	4486	4486	4486	.79824418	8	15	46	2								
2013	030409088801203077	3	4	9	30409087778816	0	0	13.444445	0	0	0	1	Matched (3)	7	8531.2314453125	73	0	0	5	5	1	2	2754	122	Matched (3)	2876	2876	2876	.64553481	8	15	46	2								
2013	030409088801203090	3	4	9	30409087778816	0	0	13.444445	0	0	1	1	Matched (3)	7	8531.2314453125	76	0	0	5	6	0	1	2496	25	Matched (3)	2521	2521	2521	2.6912627	8	15	46	2								
2013	030409088801203102	3	4	9	30409087778816	0	0	13.444445	0	0	0	1	Matched (3)	3	8531.2314453125	59	1	0	5	2	1	1	826	172	Matched (3)	998	998	998	.100265	8	15	46	2								
2013	030409088801203116	3	4	9	30409087778816	0	0	13.444445	0	0	0	1	Matched (3)	5	8654.8720703125	46	0	0	5	2	0	2	537	2	Matched (3)	539	539	539	1.2680647	8	15	46	2								
2013	030409088801203134	3	4	9	30409087778816	0	0	13.444445	0	0	0	1	Matched (3)	7	8531.2314453125	46	0	1	5	2	0	3	5309	75	Matched (3)	5384	5384	5384	.73123503	8	15	46	2								
2013	030411088800903003	3	4	11	30411088461824	512	38	13.473684	0	0	0	1	Matched (3)	7	6288.990234375	50	0	0	3	6	0	2	786	36	Matched (3)	822	822	822	2.234925	8	15	46	2								
2013	030411088800903015	3	4	11	30411088461824	512	38	13.473684	0	0	1	1	Matched (3)	9	6288.990234375	71	0	0	3	3	0	2	801	80	Matched (3)	881	881	881	2.8236649	8	15	46	2								
2013	030411088800903028	3	4	11	30411088461824	0	0	13.444445	0	0	0	1	Matched (3)	3	6288.990234375	78	0	0	3	2	1	3	1331	11	Matched (3)	1342	1342	1342	.71315503	8	15	46	2								
2013	030411088800903042	3	4	11	30411088461824	870	63	13.809524	0	0	1	1	Matched (3)	6	6288.990234375	46	0	1	3	5	0	2	2110	22	Matched (3)	2132	2132	2132	1.3569	8	15	46	2								
2013	030411088800903055	3	4	11	30411088461824	769	77	13.444445	0	0	1	1	Matched (3)	4	6288.990234375	62	0	0	3	4	0	2	1346	17	Matched (3)	1363	1363	1363	1.0714149	8	15	46	2								
2013	030411088800903068	3	4	11	30411088461824	0	0	13.444445	0	0	0	1	Matched (3)	4	6288.990234375	79	0	0	3	2	1	2	1905	55	Matched (3)	1960	1960	1960	.74608958	8	15	46	2								
2013	030411088800903081	3	4	11	30411088461824	870	63	13.84	0	0	1	1	Matched (3)	5	6288.990234375	46	0	1	3	2	1	2	1474	47	Matched (3)	1521	1521	1521	1.01632	8	15	46	2								
2013	030411088800903095	3	4	11	30411088461824	2022	150	13.6	1	0	1	1	Matched (3)	6	6288.990234375	46	0	0	3	2	1	2	2526	118	Matched (3)	2644	2644	2644	1.1215122	8	15	46	2								
2013	030411088800903121	3	4	11	30411088461824	1069	80	14.777778	0	1	1	1	Matched (3)	6	6288.990234375	46	0	1	3	3	0	2	1635	89	Matched (3)	1724	1724	1724	1.376595	8	15	46	2								
2013	030411088800903137	3	4	11	30411088461824	512	38	13.473684	0	0	1	1	Matched (3)	5	6288.990234375	70	1	0	3	2	1	2	855	38	Matched (3)	893	893	893	1.01272	8	15	46	2								
2013	030411088800903160	3	4	11	30411088461824	511	38	13.447369	0	0	1	1	Matched (3)	5	10646.71484375	46	0	1	3	3	1	2	1316	137	Matched (3)	1453	1453	1453	.19381	8	15	46	2								
2013	030412010100105070	3	4	12	30412009111552	130	15	13.444445	0	0	0	1	Matched (3)	3	1985.185913085938	46	0	1	3	3	1	2	2460	188	Matched (3)	2648	2648	2648	.17212214	8	15	46	2								
2013	030414088802101006	3	4	14	30414089486336	0	0	13.444445	0	1	0	1	Matched (3)	4	6745.36083984375	46	0	1	3	2	1	2	783	23	Matched (3)	806	806	806	1.408689	8	15	46	2								
2013	030414088802101025	3	4	14	30414089486336	0	0	13.444445	0	0	0	1	Matched (3)	1	6745.36083984375	41	0	0	3	1	0	2	315	41	Matched (3)	356	356	356	.52464402	8	15	46	2								
2013	030414088802101043	3	4	14	30414089486336	0	0	13.444445	0	1	0	1	Matched (3)	6	6745.36083984375	55	0	0	3	2	0	3	864	39	Matched (3)	903	903	903	.25079998	8	15	46	2								
2013	030414088802101062	3	4	14	30414089486336	0	0	13.444445	0	0	0	1	Matched (3)	7	6745.36083984375	79	0	0	3	2	1	2	937	91	Matched (3)	1028	1028	1028	2.1756911	8	15	46	2								
2013	030414088802101080	3	4	14	30414089486336	324	24	13.5	0	0	0	1	Matched (3)	4	6745.36083984375	46	0	1	3	2	0	2	1353	35	Matched (3)	1388	1388	1388	1.9030111	8	15	46	2								
2013	030414088802101089	3	4	14	30414089486336	0	0	13.444445	0	0	0	1	Matched (3)	2	6095.205078125	60	1	0	3	1	0	1	175	14	Matched (3)	189	189	189	.642874	8	15	46	2								
2013	030414088802101102	3	4	14	30414089486336	0	0	13.444445	0	0	0	1	Matched (3)	4	6745.36083984375	80	1	0	3	1	1	3	730	38	Matched (3)	768	768	768	.190945	8	15	46	2								
2013	030414088802101124	3	4	14	30414089486336	0	0	13.444445	0	0	0	1	Matched (3)	7	6745.36083984375	50	0	0	3	4	1	2	2708	46	Matched (3)	2754	2754	2754	1.246462	8	15	46	2								
2013	030414088802101167	3	4	14	30414089486336	0	0	13.444445	0	1	0	1	Matched (3)	6	6745.36083984375	50	1	0	3	4	1	3	305	60	Matched (3)	365	365	365	.91854298	8	15	46	2								
2013	030414088802101187	3	4	14	30414089486336	0	0	13.444445	0	1	0	1	Matched (3)	2	6745.36083984375	46	0	1	3	2	0	2	404	41	Matched (3)	445	445	445	1.034445	8	15	46	2								
2013	030416088800204003	3	4	16	30416088072192	504	36	14	0	0	0	1	Matched (3)	5	6747.6806640625	46	0	0	3	2	0	2	898	38	Matched (3)	936	936	936	1.317575	8	15	46	2								
2013	030416088800204025	3	4	16	30416088072192	0	0	13.444445	0	0	0	1	Matched (3)	6	6747.6806640625	47	0	0	3	2	0	2	1240	10	Matched (3)	1250	1250	1250	.45377001	8	15	46	2								
2013	030416088800204062	3	4	16	30416088072192	411	35	15.333333	0	0	0	1	Matched (3)	5	6747.6806640625	46	0	1	3	2	0	1	827	28	Matched (3)	855	855	855	.93456995	8	15	46	2								
2013	030416088800204080	3	4	16	30416088072192	0	0	13.444445	1	0	0	1	Matched (3)	7	6747.6806640625	50	0	1	3	6	1	1	1917	203	Matched (3)	2120	2120	2120	2.1489613	8	15	46	2								
2013	030416088800204100	3	4	16	30416088072192	0	0	13.444445	0	0	0	1	Matched (3)	2	6747.6806640625	46	0	0	3	1	0	1	497	45	Matched (3)	542	542	542	.94807696	8	15	46	2								
2013	030416088800204119	3	4	16	30416088072192	0	0	13.444445	0	0	0	1	Matched (3)	2	6747.6806640625	58	1	0	3	1	1	1	251	13	Matched (3)	264	264	264	1.2592864	8	15	46	2								
2013	030416088800204156	3	4	16	30416088072192	0	0	13.444445	0	0	0	1	Matched (3)	3	6747.6806640625	46	0	1	3	2	0	3	746	17	Matched (3)	763	763	763	2.0745831	8	15	46	2								
2013	030416088800204175	3	4	16	30416088072192	0	0	13.444445	0	0	0	1	Matched (3)	4	6747.6806640625	46	0	0	3	1	0	3	375	27	Matched (3)	402	402	402	.23343	8	15	46	2								
2013	030501088801504004	3	5	1	30501089837056	162	20	15	0	0	1	1	Matched (3)	6	6458.02294921875	44	0	0	16.5	2	0	2	2997	47	Matched (3)	3044	3044	3044	5.6898952	8	15	46	2								
2013	030501088801504012	3	5	1	30501089837056	0	0	15	0	1	0	1	Matched (3)	1	1195.93017578125	64	1	0	16.5	1	0	2	866	53	Matched (3)	919	919	919	.065228	8	15	46	2								
2013	030501088801504026	3	5	1	30501089837056	0	0	15	0	0	0	1	Matched (3)	7	6458.02294921875	67	0	0	16.5	3	0	2	1625	29	Matched (3)	1654	1654	1654	1.5123299	8	15	46	2								
2013	030501088801504047	3	5	1	30501089837056	714	51	15	0	0	1	1	Matched (3)	5	6458.02294921875	44	0	0	16.5	2	0	2	3617	62	Matched (3)	3679	3679	3679	5.0793958	8	15	46	2								
2013	030501088801504069	3	5	1	30501089837056	0	0	15	0	1	0	1	Matched (3)	9	6458.02294921875	44	0	1	16.5	3	1	1	2141	86	Matched (3)	2227	2227	2227	2.988565	8	15	46	2								
2013	030501088801504090	3	5	1	30501089837056	0	0	15	0	1	0	1	Matched (3)	7	6458.02294921875	44	0	1	16.5	3	0	2	2290	145	Matched (3)	2435	2435	2435	3.3609781	8	15	46	2								
2013	030501088801504111	3	5	1	30501089837056	27	6	15	0	0	1	1	Matched (3)	6	6458.02294921875	44	0	1	16.5	2	0	2	3620	110	Matched (3)	3730	3730	3730	3.3752351	8	15	46	2								
2013	030501088801504132	3	5	1	30501089837056	184.7000045776367	27	15	0	0	1	1	Matched (3)	6	6458.02294921875	44	0	0	16.5	3	0	3	3278	132	Matched (3)	3410	3410	3410	3.212625	8	15	46	2								
2013	030501088801504153	3	5	1	30501089837056	0	0	15	0	0	0	1	Matched (3)	9	6458.02294921875	67	0	0	16.5	4	0	2	4615	23	Matched (3)	4638	4638	4638	4.1333098	8	15	46	2								
2013	030501088801504175	3	5	1	30501089837056	0	0	15	0	0	0	1	Matched (3)	4	6458.02294921875	52	0	0	16.5	2	0	2	2540	1236	Matched (3)	3776	3776	3776	1.8056901	8	15	46	2								
2013	030501088801504196	3	5	1	30501089837056	0	0	15	0	1	0	1	Matched (3)	5	6458.02294921875	44	0	1	16.5	2	0	2	2790	169	Matched (3)	2959	2959	2959	2.83269	8	15	46	2								
